Error/Needs Review,record_id,policy_id,province,recorded_date,date_updated,date_start,date_end,policy_type,entry_type,event_description,type,type_sub_cat,type_text,correct_type,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,link,ISO_A3,ISO_A2
,9031825Db,9031825,Mississippi,2020-06-24T20:38:10Z,2020-06-24,2020-06-10,2020-06-29,,new_entry,"Gov. Tate Reeves announced two new executive orders Wednesday as the state continues to combat the coronavirus.

The first order extends the safe-return order, which went into effect June 1, an extra two weeks. The second order gets all government employees back to work.",Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,Voluntary/Recommended but No Penalties,https://www.wtva.com/content/news/Mississippi-extends-safe-return-order-gets-all-government-employees-back-to-work-571167161.htmlWT,USA,US
,6968515Db,6968515,Nebraska,2020-07-01T22:47:02Z,2020-07-01,2020-06-01,2020-07-15,,new_entry,"The Governor of Nebraska in the United States announced new reopening measures in 89 counties to take effect on June 1, 2020. bars and lounges can reopen under the same rules that now apply to restaurants — no more than 50% capacity, with patrons at tables spaced out by at least 6 feet and no one sitting at the bar. For stadiums, outdoor and indoor arenas, theaters, festivals, zoos and other large venues, the limit was raised to 25 people or 25% of a venue’s rated occupancy (not to exceed 3,000), whichever is greater. Groups inside those venues would be limited to six people, with 6 feet between groups. That includes wedding and funeral receptions.",Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html#2,USA,US
,4003716Db,4003716,Arkansas,2020-07-02T08:40:03Z,2020-07-02,2020-04-06,2020-05-04,,update,"United States, Arkansas Governor issues an executive order requiring the closure of all gyms, indoor entertainment venues, such as bowling alley, trampoline parks, and indoor amusement centers to close for non-essential functions. Effective from April 6 until further notice.",Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-13._.pdf,USA,US
,4293352Db,4293352,Arkansas,2020-07-02T08:50:25Z,2020-07-02,2020-05-04,2020-06-15,Fewer Restrictions and/or Less Supply,new_entry,"Gyms in Arkansas are allowed to open with rules starting May 4. 

They must: screen patrons for symptoms of COVID, implement masks and other hygiene measures, enforce social distancing of 12 ft. 

Policy ended June 15.",Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://governor.arkansas.gov/news-media/press-releases/gyms-fitness-centers-may-resume-operations-on-may-4-governor-hutchinson-ann,USA,US
,2560871Db,2560871,Arkansas,2020-07-02T08:55:23Z,2020-07-02,2020-05-18,2020-06-15,Fewer Restrictions and/or Less Supply,new_entry,"Arkansas allows indoor entertainment venues to open starting May 18 (with restrictions). 

Max audience is 50 persons, social distancing required. Masks required, surfaces should be cleaned.",Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://governor.arkansas.gov/news-media/press-releases/governor-announces-theaters-lecture-halls-other-large-venues-okayed-for-lim,USA,US
,3972741Db,3972741,Arkansas,2020-07-02T09:29:45Z,2020-07-02,2020-04-06,2020-05-18,,update,"United States, Arkansas Governor issues an executive order requiring the closure of all casinos. Effective from April 6 until further notice. 

Policy ended May 18.",Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-13._.pdf,USA,US
,6229731Db,6229731,Arkansas,2020-07-02T09:32:34Z,2020-07-02,2020-05-18,2020-06-15,Fewer Restrictions and/or Less Supply,new_entry,Arkansas allows casinos to open May 18 with 33% capacity and strict social distancing measures.,Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://twitter.com/AsaHutchinson/status/1258514988764811265,USA,US
,8819110Db,8819110,Arkansas,2020-07-02T09:36:39Z,2020-07-02,2020-04-06,2020-05-06,,update,"United States, Arkansas Governor issues an executive order requiring commercial lodgings and short-term rentals, including but not limited to hotels, motels, and vacation rentals, to only permit occupancy to healthcare guests, first responders, law enforcement, state of federal employees on official business, national guard members on active duty, airline crew members, patients of hospitals and their families, journalists, persons unable to return home, persons in need of shelter due to domestic violence or homelessness, employees of short-term rentals, persons away from their home due to work or work related travel. Effective April 6.

Policy ended May 6 when restrictions on out-of-state travel removed.",Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)",NA,USA,US
,2140880Db,2140880,Arkansas,2020-07-02T09:42:31Z,2020-07-02,2020-05-04,2020-06-15,delete,new_entry,"Places of worship in Arkansas are allowed to open for in-person services effective May 4 if:
 worshippers wear masks, sanitizer provided, social distance maintained",Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://www.healthy.arkansas.gov/programs-services/topics/covid-19-guidance-for-faith-based-organizations,USA,US
,3118543Db,3118543,Arkansas,2020-07-02T10:15:29Z,2020-07-02,2020-06-15,2020-07-15,Fewer Restrictions and/or Less Supply,new_entry,Arkansas enters Phase 2 of its reopening plan; all restaurants/businesses are allowed to open at 66% capacity.,Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://www.thv11.com/article/life/arkansas-phase-2/91-770c9120-87a7-425d-a872-e4e687066e32,USA,US
,9835522Db,9835522,Pennsylvania,2020-07-02T12:49:11Z,2020-07-02,2020-05-21,2020-07-15,,new_entry,"Pennsylvania Governor signed House Bill 327 (Act 21 of 2020) on May 21 2020, which allows temporary sale of cocktails-to-go from bars and restaurants or hotels with a liquor license. 
The rule will cease when COVID-19 disaster emergency ends and a business reaches 60 percent capacity.",Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://www.governor.pa.gov/newsroom/gov-wolf-signs-cocktails-to-go-bill/,USA,US
,9261056Db,9261056,Michigan,2020-07-05T09:21:59Z,2020-07-05,2020-06-08,2020-07-15,Fewer Restrictions and/or Less Supply,new_entry,"US state Michigan allows restaurants, in-house services and day camps for children to reopen under conditions from June 8, 2020",Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90640-530627--,00.html",USA,US
,5663073Db,5663073,South Dakota,2020-07-05T18:40:11Z,2020-07-05,2020-04-11,2020-04-25,,new_entry,"On April 11, South Dakota Governor Kristi Noem and Sioux Falls Mayor Paul TenHaken recommended that a Smithfield meat packing plant suspend operations for a minimum of 14 days.",Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,correction,NA,NA,NA,NA,NA,NA,Voluntary/Recommended but No Penalties,https://www.usnews.com/news/business/articles/2020-04-09/smithfield-temporarily-shuts-pork-plant-due-to-coronavirus,USA,US
,432589Db,432589,South Dakota,2020-07-05T20:19:14Z,2020-07-05,2020-03-23,2020-07-15,,new_entry,"Huron, South Dakota is closing all recreational or entertainment facilities effective March 23 at 12 am.",Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://www.keloland.com/news/healthbeat/coronavirus/beadle-county-commission-and-city-of-huron-to-hold-briefing-on-new-covid-19-cases/,USA,US
,7870066Dc,7870066,Ohio,2020-06-15T13:43:56Z,2020-06-15,2020-06-12,2020-07-15,Fewer Restrictions and/or Less Supply,new_entry,"The Ohio Bureau of Motor Vehicles (BMV) , U.S, announced today that driver examination station skills testing will resume on June 12 at serveral pointed location by appointment only.",Restriction and Regulation of Government Services,Other population not specifed above,NA,original,NA,NA,NA,NA,NA,NA,Voluntary/Recommended but No Penalties,https://ohio.gov/wps/portal/gov/site/media-center/news-and-events/driver-exams-reopen,USA,US
,5168825Dc,5168825,Kansas,2020-07-02T22:41:15Z,2020-07-02,2020-06-30,2020-09-15,More Restrictions and/or More Supply,new_entry,Governor Kelly signs a new executive order waiving the requirement for Kansas receiving unemployment to actively seek work each week.,Restriction and Regulation of Government Services,Other population not specifed above,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://governor.kansas.gov/wp-content/uploads/2020/06/EO-20-50-Signed.pdf,USA,US
,6444576Dc,6444576,Pennsylvania,2020-07-05T07:28:05Z,2020-07-05,2020-03-29,2020-07-15,,new_entry,"Pennsylvania Department of Corrections along with State govt announced on 29th March social distancing measurements for inmates along with restrictions on visitation, population etc. (Level 5 restrictions)",Restriction and Regulation of Government Services,Other population not specifed above,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://www.cor.pa.gov/Pages/COVID-19.aspx,USA,US
,7944980Dd,7944980,Michigan,2020-05-09T14:27:44Z,2020-05-09,2020-04-26,2020-07-15,,new_entry,"Michigan extended a executive order to protect vulnerable populations in Michigan jails, county jails and juvenile facilities, including procedures to allow local officials to more flexibility in releasing vulnerable populations who do not pose a threat to public safety",Restriction and Regulation of Government Services,Other public facilities,NA,original,NA,NA,NA,NA,NA,NA,Mandatory with Legal Penalties (Jail Time),"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90640-527101--,00.html",USA,US
,5853444Dd,5853444,NA,2020-05-12T01:45:16Z,2020-05-12,2020-04-29,2020-07-15,delete,update,"Papua New Guinea, Emergency Controller David Manning has announced that the number of passengers would be restricted on public transport to take into account physical distancing. Beginning April 7, a 25-seater bus would be expected to carry 15 passengers and buses normally carrying 15-12 passengers would now carry five passengers less.",Restriction and Regulation of Government Services,Other public facilities,NA,original,NA,NA,NA,NA,NA,NA,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",https://postcourier.com.pg/government-steps-up-covid-19-measures/,USA,US
,3805540Dd,3805540,Kansas,2020-06-04T14:21:53Z,2020-06-04,2020-05-26,2020-06-30,,new_entry,"On May 26th, Kansas Gov. Kelly signed a new Executive Order regarding Licensure, Certification, and Registration for persons and Licensure of ""Adult Care Homes"" during state of disaster emergency.",Restriction and Regulation of Government Services,Other public facilities,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://governor.kansas.gov/wp-content/uploads/2020/05/EO-20-41-Adult-Care-Homes-1.pdf,USA,US
